ss,MF/MS
43.8133975268,2.00882352941
44.0113074835,1.2
65.4349956116,1.15
80.1334083393,1.17300462813
93.6660460696,1.16420279641
114.699741695,1.15007680165
127.495896594,1.25
127.495896594,1.35
125.783649503,1.39705882353
125.218025847,1.50882352941
124.094397584,1.56470588235
122.980852058,1.64705882353
122.980852058,1.85294117647
122.427832016,1.96176470588
122.427832016,1.99117647059
