MF,MF/MS
50.4528544269,2.00621298405
50.3149238389,1.50352711718
50.3149238389,1.24950207246
52.7118791904,1.19945519028
61.6136690924,1.19065335855
80.1334083393,1.17300462813
93.6660460696,1.16420279641
114.699741695,1.15007680165
149.99501572,1.13422198743
195.080280409,1.12015107453
266.532710813,1.10612522862
276.946211741,1.10437137195
308.995619032,1.10089370327
371.201837924,1.09748363505
537.17356449,1.09066600235
654.209790797,1.0890573615
997.26614897,1.08049839073
